,label,width,heights
7085,n01753488,333,500
7086,n01753488,333,500
7087,n01753488,313,500
7088,n01753488,375,500
7089,n01753488,345,500
7090,n01753488,333,500
7091,n01753488,480,320
7092,n01753488,375,500
7093,n01753488,415,500
7094,n01753488,375,500
7095,n01753488,333,500
7096,n01753488,322,500
7097,n01753488,333,500
7098,n01753488,333,500
7099,n01753488,332,500
7100,n02992211,500,336
7101,n02992211,500,375
7102,n02992211,500,422
7103,n02992211,426,500
7104,n02992211,440,500
7105,n02992211,375,500
7106,n02992211,361,500
7107,n02992211,500,378
7108,n02992211,500,375
7109,n02992211,500,333
7110,n02992211,335,500
7111,n02992211,500,375
7112,n02992211,441,500
7113,n02992211,375,500
7114,n02992211,375,500
7115,n02992211,335,500
7116,n02992211,375,500
7117,n02992211,500,336
7118,n02992211,456,500
7119,n02992211,357,500
7120,n02992211,487,500
7121,n02992211,375,500
7122,n02992211,500,334
7123,n02992211,340,500
7124,n02992211,500,333
7125,n02992211,500,335
7126,n02992211,375,500
7127,n02992211,500,333
7128,n02992211,500,333
7129,n02992211,441,500
7130,n02992211,500,375
7131,n02992211,500,344
7132,n02992211,500,375
7133,n02992211,500,430
7134,n02992211,500,375
7135,n02992211,375,500
7136,n02992211,500,334
7137,n02992211,397,500
7138,n02992211,334,500
7139,n02992211,500,385
7140,n02992211,375,500
7141,n02992211,500,333
7142,n02992211,477,500
7143,n02992211,375,500
7144,n02992211,375,500
7145,n02992211,375,500
7146,n02992211,375,500
7147,n02992211,500,392
7148,n02992211,500,375
7149,n02992211,500,375
7150,n02444819,177,250
7151,n02444819,1712,2288
7152,n02444819,524,800
7153,n02444819,400,600
7154,n02444819,232,310
7155,n02444819,244,600
7156,n02444819,144,281
7157,n02444819,300,241
7158,n02444819,320,500
7159,n02444819,253,380
7160,n02444819,166,250
7161,n02444819,253,380
7162,n02444819,333,500
7163,n02444819,360,460
7164,n02444819,640,426
7165,n02444819,200,200
7166,n02444819,170,375
7167,n02444819,375,500
7168,n02444819,450,301
7169,n02444819,408,612
7170,n02444819,587,800
7171,n02444819,282,400
7172,n02444819,185,224
7173,n02444819,337,449
7174,n02444819,981,1080
7175,n02444819,266,191
7176,n02444819,234,350
7177,n02444819,300,449
7178,n02444819,768,1024
7179,n02444819,422,582
7180,n02444819,374,516
7181,n02444819,200,200
7182,n02444819,368,694
7183,n02444819,300,450
7184,n02444819,365,600
7185,n02444819,641,964
7186,n02444819,801,475
7187,n02444819,265,397
7188,n02444819,300,280
7189,n02444819,400,400
7190,n02444819,600,600
7191,n02444819,293,450
7192,n02444819,279,448
7193,n02444819,271,350
7194,n02444819,215,300
7195,n02444819,640,480
7196,n02444819,336,448
7197,n02444819,368,500
7198,n02444819,336,500
7199,n02444819,307,500
7200,n02690373,333,500
7201,n02690373,375,500
7202,n02690373,345,500
7203,n02690373,374,500
7204,n02690373,333,500
7205,n02690373,333,500
7206,n02690373,332,500
7207,n02690373,333,500
7208,n02690373,375,500
7209,n02690373,333,500
7210,n02690373,333,500
7211,n02690373,375,500
7212,n02690373,333,500
7213,n02690373,333,500
7214,n02690373,333,500
7215,n02690373,333,500
7216,n02690373,375,500
7217,n02690373,375,500
7218,n02690373,333,500
7219,n02690373,332,500
7220,n02690373,500,375
7221,n02690373,333,500
7222,n02690373,333,500
7223,n02690373,375,500
7224,n02690373,375,500
7225,n02690373,333,500
7226,n02690373,375,500
7227,n02690373,375,500
7228,n02690373,333,500
7229,n02690373,334,500
7230,n02690373,360,500
7231,n02690373,375,500
7232,n02690373,333,500
7233,n02690373,375,500
7234,n02690373,342,500
7235,n02690373,333,500
7236,n02690373,333,500
7237,n02690373,375,500
7238,n02690373,333,500
7239,n02690373,375,500
7240,n02690373,378,500
7241,n02690373,333,500
7242,n02690373,333,500
7243,n02690373,333,500
7244,n02690373,375,500
7245,n02690373,333,500
7246,n02690373,375,500
7247,n02690373,332,500
7248,n02690373,332,500
7249,n02690373,333,500
7250,n02835271,375,500
7251,n02835271,500,375
7252,n02835271,333,500
7253,n02835271,374,500
7254,n02835271,398,500
7255,n02835271,375,500
7256,n02835271,500,334
7257,n02835271,375,500
7258,n02835271,332,500
7259,n02835271,334,500
7260,n02835271,500,375
7261,n02835271,375,500
7262,n02835271,336,500
7263,n02835271,375,500
7264,n02835271,343,500
7265,n02835271,375,500
7266,n02835271,400,500
7267,n02835271,500,364
7268,n02835271,366,500
7269,n02835271,333,500
7270,n02835271,375,500
7271,n02835271,333,500
7272,n02835271,500,334
7273,n02835271,332,500
7274,n02835271,333,500
7275,n02835271,375,500
7276,n02835271,334,500
7277,n02835271,375,500
7278,n02835271,412,500
7279,n02835271,375,500
7280,n02835271,375,500
7281,n02835271,375,500
7282,n02835271,500,375
7283,n02835271,333,500
7284,n02835271,375,500
7285,n02835271,375,500
7286,n02835271,375,500
7287,n02835271,333,500
7288,n02835271,375,500
7289,n02835271,375,500
7290,n02835271,329,500
7291,n02835271,375,500
7292,n02835271,375,500
7293,n02835271,375,500
7294,n02835271,375,500
7295,n02835271,500,375
7296,n02835271,375,500
7297,n02835271,375,500
7298,n02835271,375,500
7299,n02835271,375,500
7300,n02109961,500,500
7301,n02109961,375,500
7302,n02109961,500,375
7303,n02109961,375,500
7304,n02109961,421,500
7305,n02109961,375,500
7306,n02109961,375,500
7307,n02109961,375,500
7308,n02109961,500,378
7309,n02109961,375,500
7310,n02109961,500,448
7311,n02109961,417,500
7312,n02109961,400,500
7313,n02109961,428,500
7314,n02109961,375,500
7315,n02109961,375,500
7316,n02109961,375,500
7317,n02109961,375,500
7318,n02109961,500,479
7319,n02109961,500,500
7320,n02109961,500,425
7321,n02109961,500,498
7322,n02109961,376,500
7323,n02109961,375,500
7324,n02109961,500,495
7325,n02109961,500,375
7326,n02109961,375,500
7327,n02109961,375,500
7328,n02109961,500,500
7329,n02109961,500,400
7330,n02109961,438,500
7331,n02109961,500,375
7332,n02109961,500,396
7333,n02109961,375,500
7334,n02109961,500,452
7335,n02109961,407,500
7336,n02109961,404,500
7337,n02109961,375,500
7338,n02109961,385,500
7339,n02109961,500,399
7340,n02109961,500,390
7341,n02109961,375,500
7342,n02109961,376,500
7343,n02109961,375,500
7344,n02109961,500,375
7345,n02109961,500,375
7346,n02109961,500,375
7347,n02109961,421,500
7348,n02109961,437,500
7349,n02109961,500,375
7350,n02138441,333,500
7351,n02138441,449,500
7352,n02138441,600,800
7353,n02138441,333,500
7354,n02138441,250,177
7355,n02138441,768,512
7356,n02138441,498,798
7357,n02138441,500,500
7358,n02138441,857,1280
7359,n02138441,400,350
7360,n02138441,413,500
7361,n02138441,500,417
7362,n02138441,1200,1600
7363,n02138441,400,400
7364,n02138441,400,300
7365,n02138441,2960,3872
7366,n02138441,400,400
7367,n02138441,631,450
7368,n02138441,500,375
7369,n02138441,500,375
7370,n02138441,334,500
7371,n02138441,400,600
7372,n02138441,413,550
7373,n02138441,375,500
7374,n02138441,640,480
7375,n02138441,396,900
7376,n02138441,731,1181
7377,n02138441,768,1024
7378,n02138441,366,550
7379,n02138441,500,433
7380,n02138441,332,396
7381,n02138441,1712,2288
7382,n02138441,500,333
7383,n02138441,240,320
7384,n02138441,610,900
7385,n02138441,412,550
7386,n02138441,450,625
7387,n02138441,623,480
7388,n02138441,354,516
7389,n02138441,540,359
7390,n02138441,500,351
7391,n02138441,768,614
7392,n02138441,450,600
7393,n02138441,354,500
7394,n02138441,342,245
7395,n02138441,578,800
7396,n02138441,1064,712
7397,n02138441,280,420
7398,n02138441,343,400
7399,n02138441,375,500
7400,n03720891,265,400
7401,n03720891,500,625
7402,n03720891,480,320
7403,n03720891,500,334
7404,n03720891,283,400
7405,n03720891,497,500
7406,n03720891,585,750
7407,n03720891,238,300
7408,n03720891,500,333
7409,n03720891,112,200
7410,n03720891,142,243
7411,n03720891,150,150
7412,n03720891,842,416
7413,n03720891,413,412
7414,n03720891,375,500
7415,n03720891,433,500
7416,n03720891,264,375
7417,n03720891,120,170
7418,n03720891,333,380
7419,n03720891,480,640
7420,n03720891,253,380
7421,n03720891,253,380
7422,n03720891,400,400
7423,n03720891,490,500
7424,n03720891,1200,1600
7425,n03720891,1600,1200
7426,n03720891,391,700
7427,n03720891,266,400
7428,n03720891,506,338
7429,n03720891,266,400
7430,n03720891,196,320
7431,n03720891,512,384
7432,n03720891,600,341
7433,n03720891,469,625
7434,n03720891,323,350
7435,n03720891,283,428
7436,n03720891,320,450
7437,n03720891,165,220
7438,n03720891,480,640
7439,n03720891,412,550
7440,n03720891,304,450
7441,n03720891,352,420
7442,n03720891,333,500
7443,n03720891,311,300
7444,n03720891,500,353
7445,n03720891,172,350
7446,n03720891,500,395
7447,n03720891,300,400
7448,n03720891,183,119
7449,n03720891,270,320
7450,n02951358,375,500
7451,n02951358,375,500
7452,n02951358,375,500
7453,n02951358,375,500
7454,n02951358,384,500
7455,n02951358,375,500
7456,n02951358,375,500
7457,n02951358,375,500
7458,n02951358,375,500
7459,n02951358,375,500
7460,n02951358,375,500
7461,n02951358,375,500
7462,n02951358,380,500
7463,n02951358,375,500
7464,n02951358,375,500
7465,n02951358,375,500
7466,n02951358,375,500
7467,n02951358,375,500
7468,n02951358,375,500
7469,n02951358,375,500
7470,n02951358,380,500
7471,n02951358,400,500
7472,n02951358,375,500
7473,n02951358,375,500
7474,n02951358,375,500
7475,n02951358,375,500
7476,n02951358,375,500
7477,n02951358,375,500
7478,n02951358,375,500
7479,n02951358,375,500
7480,n02951358,380,500
7481,n02951358,375,500
7482,n02951358,375,500
7483,n02951358,375,500
7484,n02951358,375,500
7485,n02951358,375,500
7486,n02951358,375,500
7487,n02951358,375,500
7488,n02951358,375,500
7489,n02951358,375,500
7490,n02951358,375,500
7491,n02951358,375,500
7492,n02951358,375,500
7493,n02951358,375,500
7494,n02951358,376,500
7495,n02951358,375,500
7496,n02951358,375,500
7497,n02951358,375,500
7498,n02951358,375,500
7499,n02951358,384,500
7500,n02791270,500,398
7501,n02791270,375,500
7502,n02791270,500,400
7503,n02791270,375,500
7504,n02791270,375,500
7505,n02791270,375,500
7506,n02791270,375,500
7507,n02791270,500,500
7508,n02791270,375,500
7509,n02791270,375,500
7510,n02791270,375,500
7511,n02791270,379,500
7512,n02791270,375,500
7513,n02791270,500,500
7514,n02791270,500,375
7515,n02791270,375,500
7516,n02791270,500,500
7517,n02791270,492,500
7518,n02791270,500,400
7519,n02791270,375,500
7520,n02791270,494,500
7521,n02791270,386,500
7522,n02791270,375,500
7523,n02791270,375,500
7524,n02791270,375,500
7525,n02791270,493,500
7526,n02791270,500,375
7527,n02791270,375,500
7528,n02791270,375,500
7529,n02791270,375,500
7530,n02791270,500,391
7531,n02791270,375,500
7532,n02791270,394,500
7533,n02791270,375,500
7534,n02791270,500,377
7535,n02791270,375,500
7536,n02791270,443,500
7537,n02791270,500,408
7538,n02791270,500,375
7539,n02791270,375,500
7540,n02791270,375,500
7541,n02791270,375,500
7542,n02791270,375,500
7543,n02791270,375,500
7544,n02791270,500,469
7545,n02791270,375,500
7546,n02791270,500,375
7547,n02791270,375,500
7548,n02791270,499,500
7549,n02791270,500,375
7550,n04081281,375,500
7551,n04081281,375,500
7552,n04081281,600,800
7553,n04081281,386,500
7554,n04081281,375,500
7555,n04081281,500,375
7556,n04081281,800,1440
7557,n04081281,437,500
7558,n04081281,333,500
7559,n04081281,333,500
7560,n04081281,500,750
7561,n04081281,375,500
7562,n04081281,375,500
7563,n04081281,375,500
7564,n04081281,332,500
7565,n04081281,333,500
7566,n04081281,375,500
7567,n04081281,375,500
7568,n04081281,500,334
7569,n04081281,375,500
7570,n04081281,375,500
7571,n04081281,375,500
7572,n04081281,333,500
7573,n04081281,500,375
7574,n04081281,800,1440
7575,n04081281,375,500
7576,n04081281,375,500
7577,n04081281,500,375
7578,n04081281,333,500
7579,n04081281,500,333
7580,n04081281,500,333
7581,n04081281,375,500
7582,n04081281,600,800
7583,n04081281,375,500
7584,n04081281,375,500
7585,n04081281,500,375
7586,n04081281,333,500
7587,n04081281,525,700
7588,n04081281,333,500
7589,n04081281,500,354
7590,n04081281,375,500
7591,n04081281,375,500
7592,n04081281,700,905
7593,n04081281,500,330
7594,n04081281,533,800
7595,n04081281,375,500
7596,n04081281,333,500
7597,n04081281,500,375
7598,n04081281,525,700
7599,n04081281,375,500
7600,n07718472,334,500
7601,n07718472,375,500
7602,n07718472,375,500
7603,n07718472,500,333
7604,n07718472,375,500
7605,n07718472,500,495
7606,n07718472,437,500
7607,n07718472,500,335
7608,n07718472,333,500
7609,n07718472,375,500
7610,n07718472,375,500
7611,n07718472,500,333
7612,n07718472,500,375
7613,n07718472,375,500
7614,n07718472,500,375
7615,n07718472,375,500
7616,n07718472,333,500
7617,n07718472,346,500
7618,n07718472,500,332
7619,n07718472,375,500
7620,n07718472,375,500
7621,n07718472,375,500
7622,n07718472,500,375
7623,n07718472,375,500
7624,n07718472,375,500
7625,n07718472,500,332
7626,n07718472,375,500
7627,n07718472,333,500
7628,n07718472,375,500
7629,n07718472,309,500
7630,n07718472,375,500
7631,n07718472,375,500
7632,n07718472,375,500
7633,n07718472,334,500
7634,n07718472,375,500
7635,n07718472,375,500
7636,n07718472,375,500
7637,n07718472,330,500
7638,n07718472,333,500
7639,n07718472,333,500
7640,n07718472,375,500
7641,n07718472,500,342
7642,n07718472,357,500
7643,n07718472,333,500
7644,n07718472,375,500
7645,n07718472,500,375
7646,n07718472,324,432
7647,n07718472,500,375
7648,n07718472,500,333
7649,n07718472,500,478
7650,n03877845,375,500
7651,n03877845,375,500
7652,n03877845,422,500
7653,n03877845,375,500
7654,n03877845,500,375
7655,n03877845,500,375
7656,n03877845,375,500
7657,n03877845,500,375
7658,n03877845,406,500
7659,n03877845,500,375
7660,n03877845,500,375
7661,n03877845,375,500
7662,n03877845,375,500
7663,n03877845,375,500
7664,n03877845,375,500
7665,n03877845,375,500
7666,n03877845,375,500
7667,n03877845,375,500
7668,n03877845,389,500
7669,n03877845,375,500
7670,n03877845,375,500
7671,n03877845,500,375
7672,n03877845,375,500
7673,n03877845,500,393
7674,n03877845,375,500
7675,n03877845,375,500
7676,n03877845,500,375
7677,n03877845,375,500
7678,n03877845,375,500
7679,n03877845,375,500
7680,n03877845,375,500
7681,n03877845,375,500
7682,n03877845,500,375
7683,n03877845,375,500
7684,n03877845,375,500
7685,n03877845,375,500
7686,n03877845,375,500
7687,n03877845,375,500
7688,n03877845,375,500
7689,n03877845,410,500
7690,n03877845,375,500
7691,n03877845,500,375
7692,n03877845,375,500
7693,n03877845,375,500
7694,n03877845,447,500
7695,n03877845,500,375
7696,n03877845,375,500
7697,n03877845,375,500
7698,n03877845,500,375
7699,n03877845,375,500
7700,n03179701,375,500
7701,n03179701,375,500
7702,n03179701,379,500
7703,n03179701,500,375
7704,n03179701,375,500
7705,n03179701,375,500
7706,n03179701,375,500
7707,n03179701,500,345
7708,n03179701,334,500
7709,n03179701,375,500
7710,n03179701,375,500
7711,n03179701,375,500
7712,n03179701,375,500
7713,n03179701,375,500
7714,n03179701,375,500
7715,n03179701,337,500
7716,n03179701,375,470
7717,n03179701,375,500
7718,n03179701,375,500
7719,n03179701,375,500
7720,n03179701,371,500
7721,n03179701,376,500
7722,n03179701,375,500
7723,n03179701,500,375
7724,n03179701,375,500
7725,n03179701,375,500
7726,n03179701,375,500
7727,n03179701,500,500
7728,n03179701,375,500
7729,n03179701,374,500
7730,n03179701,375,500
7731,n03179701,500,375
7732,n03179701,375,500
7733,n03179701,375,500
7734,n03179701,344,500
7735,n03179701,353,500
7736,n03179701,375,500
7737,n03179701,500,375
7738,n03179701,500,334
7739,n03179701,375,500
7740,n03179701,375,500
7741,n03179701,500,375
7742,n03179701,375,500
7743,n03179701,375,500
7744,n03179701,375,500
7745,n03179701,375,500
7746,n03179701,375,500
7747,n03179701,375,500
7748,n03179701,375,500
7749,n03179701,375,500
7750,n07880968,375,500
7751,n07880968,380,500
7752,n07880968,500,375
7753,n07880968,400,500
7754,n07880968,375,500
7755,n07880968,375,500
7756,n07880968,500,500
7757,n07880968,500,375
7758,n07880968,375,500
7759,n07880968,375,500
7760,n07880968,375,500
7761,n07880968,500,375
7762,n07880968,375,500
7763,n07880968,375,500
7764,n07880968,375,500
7765,n07880968,375,500
7766,n07880968,375,500
7767,n07880968,396,500
7768,n07880968,488,500
7769,n07880968,500,500
7770,n07880968,500,375
7771,n07880968,500,375
7772,n07880968,500,375
7773,n07880968,375,500
7774,n07880968,375,500
7775,n07880968,425,500
7776,n07880968,375,500
7777,n07880968,375,500
7778,n07880968,500,375
7779,n07880968,375,500
7780,n07880968,375,500
7781,n07880968,375,500
7782,n07880968,400,500
7783,n07880968,500,500
7784,n07880968,375,500
7785,n07880968,375,500
7786,n07880968,375,500
7787,n07880968,375,500
7788,n07880968,500,375
7789,n07880968,375,500
7790,n07880968,375,500
7791,n07880968,375,500
7792,n07880968,500,500
7793,n07880968,375,500
7794,n07880968,500,495
7795,n07880968,375,500
7796,n07880968,390,500
7797,n07880968,375,500
7798,n07880968,375,500
7799,n07880968,375,500
7800,n02493509,500,371
7801,n02493509,333,500
7802,n02493509,333,500
7803,n02493509,333,500
7804,n02493509,333,500
7805,n02493509,500,481
7806,n02493509,375,500
7807,n02493509,357,500
7808,n02493509,500,333
7809,n02493509,333,500
7810,n02493509,375,500
7811,n02493509,375,500
7812,n02493509,333,500
7813,n02493509,375,500
7814,n02493509,333,500
7815,n02493509,375,500
7816,n02493509,375,500
7817,n02493509,401,500
7818,n02493509,375,500
7819,n02493509,375,500
7820,n02493509,500,333
7821,n02493509,333,500
7822,n02493509,333,500
7823,n02493509,333,500
7824,n02493509,375,500
7825,n02493509,500,375
7826,n02493509,500,333
7827,n02493509,333,500
7828,n02493509,375,450
7829,n02493509,500,333
7830,n02493509,375,500
7831,n02493509,333,500
7832,n02493509,335,500
7833,n02493509,375,500
7834,n02493509,500,375
7835,n02493509,500,333
7836,n02493509,375,500
7837,n02493509,436,500
7838,n02493509,333,500
7839,n02493509,333,500
7840,n02493509,361,500
7841,n02493509,375,500
7842,n02493509,500,333
7843,n02493509,333,500
7844,n02493509,375,500
7845,n02493509,500,340
7846,n02493509,333,500
7847,n02493509,375,500
7848,n02493509,500,334
7849,n02493509,500,375
7850,n03792782,402,500
7851,n03792782,375,500
7852,n03792782,500,333
7853,n03792782,500,333
7854,n03792782,500,333
7855,n03792782,375,500
7856,n03792782,334,500
7857,n03792782,500,333
7858,n03792782,375,500
7859,n03792782,375,500
7860,n03792782,500,338
7861,n03792782,500,334
7862,n03792782,375,500
7863,n03792782,375,500
7864,n03792782,375,500
7865,n03792782,375,500
7866,n03792782,500,333
7867,n03792782,333,500
7868,n03792782,500,334
7869,n03792782,500,375
7870,n03792782,375,500
7871,n03792782,500,333
7872,n03792782,380,500
7873,n03792782,500,333
7874,n03792782,375,500
7875,n03792782,333,500
7876,n03792782,375,500
7877,n03792782,333,500
7878,n03792782,375,500
7879,n03792782,338,500
7880,n03792782,500,375
7881,n03792782,375,500
7882,n03792782,333,500
7883,n03792782,375,500
7884,n03792782,500,333
7885,n03792782,500,333
7886,n03792782,464,500
7887,n03792782,344,500
7888,n03792782,338,500
7889,n03792782,375,500
7890,n03792782,400,500
7891,n03792782,375,500
7892,n03792782,375,500
7893,n03792782,375,500
7894,n03792782,500,338
7895,n03792782,334,500
7896,n03792782,375,500
7897,n03792782,500,361
7898,n03792782,500,333
7899,n03792782,333,500
7900,n02843684,400,500
7901,n02843684,375,500
7902,n02843684,375,500
7903,n02843684,500,334
7904,n02843684,375,500
7905,n02843684,375,500
7906,n02843684,500,375
7907,n02843684,334,500
7908,n02843684,500,500
7909,n02843684,375,500
7910,n02843684,500,497
7911,n02843684,375,500
7912,n02843684,464,500
7913,n02843684,375,500
7914,n02843684,500,339
7915,n02843684,500,499
7916,n02843684,357,500
7917,n02843684,500,357
7918,n02843684,465,500
7919,n02843684,417,500
7920,n02843684,500,375
7921,n02843684,374,500
7922,n02843684,335,500
7923,n02843684,500,375
7924,n02843684,500,426
7925,n02843684,375,500
7926,n02843684,500,375
7927,n02843684,334,500
7928,n02843684,375,500
7929,n02843684,500,371
7930,n02843684,500,452
7931,n02843684,500,363
7932,n02843684,500,375
7933,n02843684,500,334
7934,n02843684,391,500
7935,n02843684,500,375
7936,n02843684,500,334
7937,n02843684,375,500
7938,n02843684,481,500
7939,n02843684,495,500
7940,n02843684,375,500
7941,n02843684,500,334
7942,n02843684,335,500
7943,n02843684,500,500
7944,n02843684,500,335
7945,n02843684,375,500
7946,n02843684,500,339
7947,n02843684,334,500
7948,n02843684,500,375
7949,n02843684,500,375
7950,n02790996,335,500
7951,n02790996,375,500
7952,n02790996,375,500
7953,n02790996,563,891
7954,n02790996,611,700
7955,n02790996,500,375
7956,n02790996,480,720
7957,n02790996,355,740
7958,n02790996,493,524
7959,n02790996,480,720
7960,n02790996,480,640
7961,n02790996,375,500
7962,n02790996,500,375
7963,n02790996,500,375
7964,n02790996,500,375
7965,n02790996,375,500
7966,n02790996,500,375
7967,n02790996,2000,3008
7968,n02790996,500,375
7969,n02790996,527,792
7970,n02790996,400,313
7971,n02790996,480,640
7972,n02790996,500,375
7973,n02790996,500,375
7974,n02790996,768,1024
7975,n02790996,500,375
7976,n02790996,375,500
7977,n02790996,500,375
7978,n02790996,375,500
7979,n02790996,375,500
7980,n02790996,500,375
7981,n02790996,375,500
7982,n02790996,333,500
7983,n02790996,480,700
7984,n02790996,416,850
7985,n02790996,360,480
7986,n02790996,180,206
7987,n02790996,500,375
7988,n02790996,500,231
7989,n02790996,364,485
7990,n02790996,500,375
7991,n02790996,640,480
7992,n02790996,375,398
7993,n02790996,375,500
7994,n02790996,334,500
7995,n02790996,500,375
7996,n02790996,500,375
7997,n02790996,375,500
7998,n02790996,768,576
7999,n02790996,500,375
8000,n03388043,400,500
8001,n03388043,375,500
8002,n03388043,500,500
8003,n03388043,333,500
8004,n03388043,500,417
8005,n03388043,375,500
8006,n03388043,500,375
8007,n03388043,333,500
8008,n03388043,335,500
8009,n03388043,375,500
8010,n03388043,334,500
8011,n03388043,429,500
8012,n03388043,374,500
8013,n03388043,333,500
8014,n03388043,500,416
8015,n03388043,375,500
8016,n03388043,377,500
8017,n03388043,500,376
8018,n03388043,375,500
8019,n03388043,470,500
8020,n03388043,370,500
8021,n03388043,500,375
8022,n03388043,478,500
8023,n03388043,336,500
8024,n03388043,500,385
8025,n03388043,334,500
8026,n03388043,341,500
8027,n03388043,375,500
8028,n03388043,500,334
8029,n03388043,399,500
8030,n03388043,500,375
8031,n03388043,333,500
8032,n03388043,336,500
8033,n03388043,375,500
8034,n03388043,375,500
8035,n03388043,339,500
8036,n03388043,375,500
8037,n03388043,333,500
8038,n03388043,343,500
8039,n03388043,333,500
8040,n03388043,342,500
8041,n03388043,500,333
8042,n03388043,333,500
8043,n03388043,500,500
8044,n03388043,500,438
8045,n03388043,375,500
8046,n03388043,500,369
8047,n03388043,338,500
8048,n03388043,500,500
8049,n03388043,375,500
8050,n02100236,500,400
8051,n02100236,368,500
8052,n02100236,375,500
8053,n02100236,500,423
8054,n02100236,500,399
8055,n02100236,399,500
8056,n02100236,333,500
8057,n02100236,334,500
8058,n02100236,440,306
8059,n02100236,375,500
8060,n02100236,375,500
8061,n02100236,361,500
8062,n02100236,355,500
8063,n02100236,500,375
8064,n02100236,400,500
8065,n02100236,500,333
8066,n02100236,333,500
8067,n02100236,375,500
8068,n02100236,1600,1200
8069,n02100236,334,500
8070,n02100236,500,375
8071,n02100236,332,500
8072,n02100236,375,500
8073,n02100236,500,374
8074,n02100236,500,366
8075,n02100236,500,375
8076,n02100236,400,500
8077,n02100236,500,375
8078,n02100236,323,500
8079,n02100236,500,375
8080,n02100236,333,500
8081,n02100236,375,500
8082,n02100236,333,500
8083,n02100236,375,500
8084,n02100236,500,375
8085,n02100236,333,500
8086,n02100236,333,500
8087,n02100236,500,335
8088,n02100236,331,500
8089,n02100236,500,375
8090,n02100236,1200,1600
8091,n02100236,500,400
8092,n02100236,375,500
8093,n02100236,333,500
8094,n02100236,473,500
8095,n02100236,500,375
8096,n02100236,1889,2834
8097,n02100236,1200,1600
8098,n02100236,400,500
8099,n02100236,375,500
8100,n03271574,613,656
8101,n03271574,452,541
8102,n03271574,449,500
8103,n03271574,280,300
8104,n03271574,600,800
8105,n03271574,500,500
8106,n03271574,450,600
8107,n03271574,333,500
8108,n03271574,768,1024
8109,n03271574,480,486
8110,n03271574,800,600
8111,n03271574,845,1126
8112,n03271574,528,584
8113,n03271574,500,333
8114,n03271574,768,1024
8115,n03271574,333,500
8116,n03271574,480,640
8117,n03271574,610,648
8118,n03271574,334,500
8119,n03271574,375,500
8120,n03271574,602,648
8121,n03271574,333,500
8122,n03271574,480,640
8123,n03271574,492,500
8124,n03271574,375,500
8125,n03271574,375,500
8126,n03271574,375,500
8127,n03271574,667,500
8128,n03271574,426,480
8129,n03271574,480,640
8130,n03271574,484,500
8131,n03271574,333,500
8132,n03271574,961,800
8133,n03271574,667,1000
8134,n03271574,799,589
8135,n03271574,480,640
8136,n03271574,533,800
8137,n03271574,667,500
8138,n03271574,500,375
8139,n03271574,500,333
8140,n03271574,496,500
8141,n03271574,480,640
8142,n03271574,800,600
8143,n03271574,379,500
8144,n03271574,431,575
8145,n03271574,375,500
8146,n03271574,500,333
8147,n03271574,467,600
8148,n03271574,539,648
8149,n03271574,750,750
8150,n02172182,423,500
8151,n02172182,375,500
8152,n02172182,417,500
8153,n02172182,487,500
8154,n02172182,375,500
8155,n02172182,473,500
8156,n02172182,379,500
8157,n02172182,375,500
8158,n02172182,375,500
8159,n02172182,375,500
8160,n02172182,383,500
8161,n02172182,375,500
8162,n02172182,406,500
8163,n02172182,500,387
8164,n02172182,407,500
8165,n02172182,444,500
8166,n02172182,500,375
8167,n02172182,375,500
8168,n02172182,419,500
8169,n02172182,400,500
8170,n02172182,375,500
8171,n02172182,375,500
8172,n02172182,442,500
8173,n02172182,397,500
8174,n02172182,375,500
8175,n02172182,375,500
8176,n02172182,375,500
8177,n02172182,384,500
8178,n02172182,375,500
8179,n02172182,500,375
8180,n02172182,500,375
8181,n02172182,458,500
8182,n02172182,375,500
8183,n02172182,500,500
8184,n02172182,375,500
8185,n02172182,406,500
8186,n02172182,385,500
8187,n02172182,375,500
8188,n02172182,455,500
8189,n02172182,376,500
8190,n02172182,375,500
8191,n02172182,500,395
8192,n02172182,375,500
8193,n02172182,375,500
8194,n02172182,500,452
8195,n02172182,387,500
8196,n02172182,375,500
8197,n02172182,500,375
8198,n02172182,375,500
8199,n02172182,380,500
8200,n01616318,500,458
8201,n01616318,375,500
8202,n01616318,399,500
8203,n01616318,450,500
8204,n01616318,471,500
8205,n01616318,432,500
8206,n01616318,485,500
8207,n01616318,375,500
8208,n01616318,500,430
8209,n01616318,378,500
8210,n01616318,375,500
8211,n01616318,375,500
8212,n01616318,375,500
8213,n01616318,375,500
8214,n01616318,450,500
8215,n01616318,375,500
8216,n01616318,423,500
8217,n01616318,500,417
8218,n01616318,500,500
8219,n01616318,500,400
8220,n01616318,500,497
8221,n01616318,500,429
8222,n01616318,375,500
8223,n01616318,375,500
8224,n01616318,375,500
8225,n01616318,400,500
8226,n01616318,500,375
8227,n01616318,500,434
8228,n01616318,375,500
8229,n01616318,375,500
8230,n01616318,375,500
8231,n01616318,375,500
8232,n01616318,500,424
8233,n01616318,434,500
8234,n01616318,407,500
8235,n01616318,500,500
8236,n01616318,500,405
8237,n01616318,500,488
8238,n01616318,375,500
8239,n01616318,500,500
8240,n01616318,403,500
8241,n01616318,405,500
8242,n01616318,500,456
8243,n01616318,500,375
8244,n01616318,375,500
8245,n01616318,420,500
8246,n01616318,493,500
8247,n01616318,500,404
